@attribute Summary string
@attribute measureExtraArcs numeric
@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric

@data

communities.data,9,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,165,34,0,82.914573,17.085427,0,0.548572,0.167558,0.403708,55.103799,103.766135,137.88723,845.682896,-707.795667,0.692901,4.249663,-3.556762,46.897062,0.235664,6723.96517,0.820988,133,0.135135,5,0.864865,32,0.179012,29,0.963768,0.820988,0.886667,0.913664,0.829146,0.143293,0.856707,0.170854,0.882112,0.829146,0.843232,0.914548,0.148,0.005,0.15625,0,1721719,1599260,237872,?,0,0,0,0,-142663.214343,-181682.050139,-169512.509365,-158551.706185,-154560.706185
communities.data,9,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,163,36,0,81.909548,18.090452,0,0.51391,0.181241,0.415214,59.603667,106.723475,137.88723,972.809891,-834.922662,0.692901,4.888492,-4.195591,39.298642,0.197481,5634.525606,0.820988,133,0.189189,7,0.810811,30,0.179012,29,0.95,0.820988,0.880795,0.881715,0.819095,0.187297,0.812703,0.180905,0.867907,0.819095,0.833235,0.883266,0.144,0.009,0.15625,0,1721641,1599260,237872,?,0,0,0,0,-141416.269975,-180431.353472,-168264.486565,-157309.176144,-153320.176144
communities.data,9,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,150,49,0,75.376884,24.623116,0,0.454123,0.247023,0.491856,81.236873,126.42289,137.88723,1367.714734,-1229.827505,0.692901,6.872938,-6.180038,4.385177,0.022036,628.734003,0.703704,114,0.027027,1,0.972973,36,0.296296,48,0.991304,0.703704,0.823105,0.901235,0.753769,0.077092,0.922908,0.246231,0.886676,0.753769,0.780701,0.900878,0.149,0.005,0.15625,0,1721417,1599260,237872,?,0,0,0,0,-139643.707233,-178641.708265,-166471.047199,-155537.70782,-151556.70782
communities.data,10,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,157,43,0,78.5,21.5,0,0.491124,0.221221,0.461017,72.21499,117.513937,140.29955,1156.702845,-1016.403295,0.701498,5.783514,-5.082016,19.09644,0.095482,2741.745638,0.753086,122,0.078947,3,0.921053,35,0.246914,40,0.976,0.753086,0.850174,0.917479,0.785,0.110861,0.889139,0.215,0.879227,0.785,0.80634,0.916954,0.143,0.009,0.125,0,1720488,1598407,238725,?,0,0,0,0,-138052.099372,-177050.416903,-164882.21121,-153955.473257,-149976.473257
communities.data,10,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,160,40,0,80,20,0,0.500998,0.19677,0.436605,64.233397,111.291267,140.29955,808.710372,-668.410822,0.701498,4.043552,-3.342054,32.411665,0.162058,4653.460992,0.783951,127,0.131579,5,0.868421,33,0.216049,35,0.962121,0.783951,0.863946,0.923814,0.8,0.147628,0.852372,0.2,0.871524,0.8,0.818098,0.923783,0.146,0.005,0.140625,0,1720326,1598407,238725,?,0,0,0,0,-136537.220344,-175515.414253,-163347.927451,-152437.666106,-148464.666106
communities.data,10,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,162,38,0,81,19,0,0.494681,0.194163,0.431657,63.382348,110.030186,140.29955,888.723303,-748.423753,0.701498,4.443617,-3.742119,35.7138,0.178569,5127.560626,0.814815,132,0.210526,8,0.789474,30,0.185185,30,0.942857,0.814815,0.874172,0.894574,0.81,0.205712,0.794288,0.19,0.858714,0.81,0.824406,0.894451,0.145,0.008,0.140625,0.015625,1720655,1598407,238725,?,0,0,0,0,-140269.044644,-179262.305532,-167103.680037,-156165.957678,-152182.957678
communities.data,10,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,169,31,0,84.5,15.5,0,0.604087,0.153175,0.380236,50.00227,96.922881,140.29955,834.412269,-694.112719,0.701498,4.172061,-3.470564,56.069497,0.280347,8050.102331,0.820988,133,0.052632,2,0.947368,36,0.179012,29,0.985185,0.820988,0.895623,0.921053,0.845,0.076644,0.923356,0.155,0.903231,0.845,0.85827,0.923182,0.149,0.005,0.140625,0.015625,1720412,1598407,238725,?,0,0,0,0,-138285.318279,-177268.454253,-165098.19277,-154182.439223,-150207.439223
communities.data,10,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,159,40,0,79.899497,20.100503,0,0.517225,0.205207,0.448469,67.485091,115.27104,137.88723,1158.761102,-1020.873873,0.692901,5.82292,-5.130019,27.970021,0.140553,4010.260737,0.765432,124,0.054054,2,0.945946,35,0.234568,38,0.984127,0.765432,0.861111,0.925259,0.798995,0.087617,0.912383,0.201005,0.890293,0.798995,0.819324,0.925197,0.144,0.008,0.140625,0,1721529,1599260,237872,?,0,0,0,0,-141968.36581,-180972.701109,-168801.590922,-157857.266022,-153872.266022
communities.data,10,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,156,43,0,78.39196,21.60804,0,0.492558,0.215851,0.457335,70.985628,117.549938,137.88723,1156.048765,-1018.161535,0.692901,5.80929,-5.11639,20.563961,0.103336,2948.401223,0.746914,121,0.054054,2,0.945946,35,0.253086,41,0.98374,0.746914,0.849123,0.917251,0.78392,0.09106,0.90894,0.21608,0.886459,0.78392,0.806423,0.917189,0.146,0.005,0.15625,0,1721337,1599260,237872,?,0,0,0,0,-139049.156558,-178047.128959,-165879.008801,-154951.162182,-150972.162182
communities.data,10,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,149,50,0,74.874372,25.125628,0,0.377658,0.248683,0.492104,81.782766,126.486703,137.88723,1149.514567,-1011.627337,0.692901,5.776455,-5.083554,3.204443,0.016103,459.443825,0.746914,121,0.243243,9,0.756757,28,0.253086,41,0.930769,0.746914,0.828767,0.86987,0.748744,0.245073,0.754927,0.251256,0.833161,0.748744,0.772902,0.869808,0.143,0.008,0.140625,0.015625,1721415,1599260,237872,?,0,0,0,0,-140413.308649,-179408.930152,-167240.325288,-156306.985909,-152325.985909
communities.data,10,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,160,39,0,80.40201,19.59799,0,0.510748,0.19411,0.434299,63.83561,111.628874,137.88723,1025.348246,-887.461017,0.692901,5.152504,-4.459603,32.743819,0.164542,4694.714055,0.783951,127,0.108108,4,0.891892,33,0.216049,35,0.969466,0.783951,0.866894,0.914414,0.80402,0.128178,0.871822,0.19598,0.879444,0.80402,0.822583,0.913236,0.157,0.005,0.140625,0.015625,1721417,1599260,237872,?,0,0,0,0,-141340.469271,-180337.280538,-168162.880652,-157229.541273,-153248.541273
communities.data,10,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,167,32,0,83.919598,16.080402,0,0.588843,0.161239,0.395034,53.025664,101.536565,137.88723,903.416437,-765.529208,0.692901,4.539781,-3.84688,51.05807,0.256573,7320.558462,0.814815,132,0.054054,2,0.945946,35,0.185185,30,0.985075,0.814815,0.891892,0.927094,0.839196,0.078435,0.921565,0.160804,0.902036,0.839196,0.853662,0.928521,0.144,0.008,0.140625,0,1721415,1599260,237872,?,0,0,0,0,-138240.277722,-177239.123389,-165080.248809,-154146.90943,-150165.90943
communities.data,10,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,153,46,0,76.884422,23.115578,0,0.453101,0.231616,0.476943,76.170089,122.589764,137.88723,1298.822082,-1160.934852,0.692901,6.526744,-5.833843,12.517765,0.062903,1794.760929,0.740741,120,0.108108,4,0.891892,33,0.259259,42,0.967742,0.740741,0.839161,0.924758,0.768844,0.136212,0.863788,0.231156,0.869619,0.768844,0.792702,0.924572,0.146,0.006,0.15625,0,1721531,1599260,237872,?,0,0,0,0,-140553.097675,-179559.467374,-167388.357849,-156444.032949,-152459.032949
communities.data,1,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,169,31,0,84.5,15.5,0,0.554726,0.150284,0.381127,49.058461,97.150013,140.29955,2051.290817,-1910.991267,0.701498,10.256454,-9.554956,58.420641,0.292103,8387.664638,0.864198,140,0.236842,9,0.763158,29,0.135802,22,0.939597,0.864198,0.900322,0.907164,0.845,0.217645,0.782355,0.155,0.869113,0.845,0.853081,0.908229,0.041,0.007,0.046875,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,1,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,171,29,0,85.5,14.5,0,0.590742,0.144085,0.362936,47.03505,92.513077,140.29955,772.290671,-631.991121,0.701498,3.861453,-3.159956,62.857048,0.314285,9024.615734,0.864198,140,0.184211,7,0.815789,31,0.135802,22,0.952381,0.864198,0.906149,0.946394,0.855,0.175013,0.824987,0.145,0.882561,0.855,0.863431,0.945993,0.031,0.006,0.03125,0.015625,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,1,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,167,33,0,83.5,16.5,0,0.550041,0.168799,0.405481,55.102415,103.357811,140.29955,2225.380183,-2085.080633,0.701498,11.126901,-10.425403,48.392414,0.241962,6947.875442,0.839506,136,0.184211,7,0.815789,31,0.160494,26,0.951049,0.839506,0.891803,0.874756,0.835,0.179704,0.820296,0.165,0.873683,0.835,0.846361,0.874046,0.023,0.004,0,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,1,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,167,33,0,83.5,16.5,0,0.550041,0.16411,0.398207,53.571927,101.503752,140.29955,1486.36704,-1346.06749,0.701498,7.431835,-6.730337,51.404324,0.257022,7380.306359,0.839506,136,0.184211,7,0.815789,31,0.160494,26,0.951049,0.839506,0.891803,0.900585,0.835,0.179704,0.820296,0.165,0.873683,0.835,0.846361,0.899659,0.023,0.005,0.03125,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,1,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,159,40,0,79.899497,20.100503,0,0.4599,0.204248,0.445661,67.169888,114.549364,137.88723,2038.295146,-1900.407917,0.692901,10.242689,-9.549789,27.218251,0.136775,3902.474102,0.808642,131,0.243243,9,0.756757,28,0.191358,31,0.935714,0.808642,0.86755,0.85669,0.798995,0.233596,0.766404,0.201005,0.849975,0.798995,0.814705,0.856923,0.025,0.005,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,1,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,164,35,0,82.41206,17.58794,0,0.497583,0.174791,0.411662,57.482271,105.810521,137.88723,2756.952109,-2619.064879,0.692901,13.854031,-13.16113,43.398456,0.218083,6222.345074,0.845679,137,0.27027,10,0.72973,27,0.154321,25,0.931973,0.845679,0.886731,0.860611,0.824121,0.248712,0.751288,0.175879,0.855232,0.824121,0.834673,0.864441,0.022,0.005,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,1,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,171,28,0,85.929648,14.070352,0,0.586892,0.145435,0.37711,47.82824,96.929616,137.88723,1140.090016,-1002.202787,0.692901,5.729096,-5.036195,59.615981,0.299578,8547.566972,0.876543,142,0.216216,8,0.783784,29,0.123457,20,0.946667,0.876543,0.910256,0.915749,0.859296,0.198969,0.801031,0.140704,0.880693,0.859296,0.866407,0.914632,0.027,0.006,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,1,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,172,27,0,86.432161,13.567839,0,0.590254,0.139513,0.362342,45.880855,93.133713,137.88723,1051.578441,-913.691211,0.692901,5.284314,-4.591413,62.354301,0.313338,8940.179312,0.888889,144,0.243243,9,0.756757,28,0.111111,18,0.941176,0.888889,0.914286,0.926593,0.864322,0.218676,0.781324,0.135678,0.879358,0.864322,0.869739,0.926283,0.026,0.006,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,1,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,166,33,0,83.417085,16.582915,0,0.534684,0.165965,0.399875,54.579805,102.780928,137.88723,1993.560937,-1855.673707,0.692901,10.017894,-9.324994,48.34287,0.242929,6931.260873,0.845679,137,0.216216,8,0.783784,29,0.154321,25,0.944828,0.845679,0.892508,0.912913,0.834171,0.204708,0.795292,0.165829,0.869007,0.834171,0.845069,0.912494,0.022,0.006,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,1,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,177,22,0,88.944724,11.055276,0,0.669285,0.110817,0.330417,36.44365,84.92783,137.88723,1529.932744,-1392.045514,0.692901,7.688104,-6.995204,78.170229,0.392815,11207.821389,0.901235,146,0.162162,6,0.837838,31,0.098765,16,0.960526,0.901235,0.929936,0.907908,0.889447,0.150375,0.849625,0.110553,0.90457,0.889447,0.894267,0.906419,0.024,0.008,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,2,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,168,32,0,84,16,0,0.518942,0.151226,0.378685,49.366079,96.527451,140.29955,929.721166,-789.421616,0.701498,4.648606,-3.947108,58.112882,0.290564,8343.478567,0.876543,142,0.315789,12,0.684211,26,0.123457,20,0.922078,0.876543,0.898734,0.919103,0.84,0.279246,0.720754,0.16,0.854274,0.84,0.845594,0.918239,0.024,0.006,0.015625,0.015625,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,2,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,161,39,0,80.5,19.5,0,0.477072,0.193657,0.432458,63.217067,110.234292,140.29955,1726.905654,-1586.606104,0.701498,8.634528,-7.933031,34.974105,0.174871,5021.359902,0.814815,132,0.236842,9,0.763158,29,0.185185,30,0.93617,0.814815,0.871287,0.886777,0.805,0.227027,0.772973,0.195,0.851688,0.805,0.819351,0.885944,0.022,0.006,0.015625,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,2,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,164,36,0,82,18,0,0.50495,0.175392,0.412587,57.25464,105.169099,140.29955,1676.687956,-1536.388406,0.701498,8.38344,-7.681942,44.361444,0.221807,6369.134379,0.833333,135,0.236842,9,0.763158,29,0.166667,27,0.9375,0.833333,0.882353,0.87833,0.82,0.223509,0.776491,0.18,0.857768,0.82,0.83194,0.87725,0.027,0.005,0.03125,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,2,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,164,36,0,82,18,0,0.521277,0.174125,0.409178,56.841265,104.300312,140.29955,2723.340066,-2583.040516,0.701498,13.6167,-12.915203,44.609515,0.223048,6404.750837,0.820988,133,0.184211,7,0.815789,31,0.179012,29,0.95,0.820988,0.880795,0.913743,0.82,0.183223,0.816777,0.18,0.867667,0.82,0.833648,0.912801,0.023,0.005,0.03125,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,2,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,168,31,0,84.422111,15.577889,0,0.562885,0.160917,0.393091,52.919904,101.037086,137.88723,2355.737801,-2217.850571,0.692901,11.837878,-11.144978,51.754127,0.260071,7420.357117,0.851852,138,0.189189,7,0.810811,30,0.148148,24,0.951724,0.851852,0.899023,0.90357,0.844221,0.181558,0.818442,0.155779,0.878065,0.844221,0.854459,0.903632,0.022,0.006,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,2,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,174,25,0,87.437186,12.562814,0,0.641131,0.124466,0.342446,40.932469,88.019775,137.88723,1205.088745,-1067.201515,0.692901,6.055722,-5.362822,71.746846,0.360537,10286.855325,0.876543,142,0.135135,5,0.864865,32,0.123457,20,0.965986,0.876543,0.919094,0.924424,0.874372,0.132964,0.867036,0.125628,0.900799,0.874372,0.881909,0.922703,0.024,0.005,0.015625,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,2,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,167,32,0,83.919598,16.080402,0,0.536468,0.162957,0.392627,53.590569,100.917827,137.88723,1238.138462,-1100.251232,0.692901,6.221801,-5.528901,48.707358,0.244761,6983.520137,0.858025,139,0.243243,9,0.756757,28,0.141975,23,0.939189,0.858025,0.896774,0.874708,0.839196,0.224415,0.775585,0.160804,0.866645,0.839196,0.848356,0.876166,0.024,0.006,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,2,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,171,28,0,85.929648,14.070352,0,0.608653,0.143225,0.373283,47.101647,95.945904,137.88723,1076.636186,-938.748957,0.692901,5.410232,-4.717331,60.142554,0.302224,8623.065538,0.858025,139,0.135135,5,0.864865,32,0.141975,23,0.965278,0.858025,0.908497,0.916416,0.859296,0.136407,0.863593,0.140704,0.893981,0.859296,0.868923,0.918262,0.025,0.005,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,2,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,169,30,0,84.924623,15.075377,0,0.549026,0.153862,0.387703,50.599572,99.652343,137.88723,1439.957145,-1302.069915,0.692901,7.235966,-6.543065,54.704678,0.274898,7843.398497,0.876543,142,0.27027,10,0.72973,27,0.123457,20,0.934211,0.876543,0.904459,0.901985,0.849246,0.242973,0.757027,0.150754,0.867324,0.849246,0.855819,0.901411,0.024,0.005,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,2,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,172,27,0,86.432161,13.567839,0,0.605304,0.133071,0.358749,43.762149,92.21014,137.88723,2728.9354,-2591.048171,0.692901,13.713243,-13.020343,66.002468,0.331671,9463.243052,0.876543,142,0.189189,7,0.810811,30,0.123457,20,0.95302,0.876543,0.913183,0.892226,0.864322,0.176968,0.823032,0.135678,0.887383,0.864322,0.871623,0.891915,0.022,0.006,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,3,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,164,36,0,82,18,0,0.487472,0.179106,0.419296,58.467192,106.879268,140.29955,1390.145214,-1249.845664,0.701498,6.950726,-6.249228,43.516525,0.217583,6247.826295,0.845679,137,0.289474,11,0.710526,27,0.154321,25,0.925676,0.845679,0.883871,0.867934,0.82,0.263795,0.736205,0.18,0.848451,0.82,0.829935,0.868813,0.023,0.005,0.015625,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,3,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,166,34,0,83,17,0,0.524342,0.17378,0.406772,56.72866,103.686889,140.29955,2024.78026,-1884.48071,0.701498,10.123901,-9.422404,44.7985,0.223993,6431.88415,0.845679,137,0.236842,9,0.763158,29,0.154321,25,0.938356,0.845679,0.88961,0.904321,0.83,0.221163,0.778837,0.17,0.862106,0.83,0.840367,0.90338,0.023,0.006,0.03125,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,3,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,172,28,0,86,14,0,0.586777,0.142377,0.373076,46.47728,95.097642,140.29955,1002.503327,-862.203777,0.701498,5.012517,-4.311019,62.395109,0.311976,8958.293543,0.882716,143,0.236842,9,0.763158,29,0.117284,19,0.940789,0.882716,0.910828,0.933236,0.86,0.214126,0.785874,0.14,0.876831,0.86,0.86591,0.93248,0.022,0.006,0.015625,0.015625,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,3,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,169,31,0,84.5,15.5,0,0.570042,0.153042,0.388121,49.95881,98.932797,140.29955,2331.225727,-2190.926176,0.701498,11.656129,-10.954631,57.260391,0.286302,8221.083273,0.851852,138,0.184211,7,0.815789,31,0.148148,24,0.951724,0.851852,0.899023,0.901397,0.845,0.177359,0.822641,0.155,0.877987,0.845,0.854875,0.902014,0.024,0.006,0.015625,0.015625,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,3,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,163,36,0,81.909548,18.090452,0,0.505522,0.180829,0.419572,59.468022,107.843614,137.88723,1932.872565,-1794.985335,0.692901,9.712927,-9.020027,39.64152,0.199204,5683.686554,0.82716,134,0.216216,8,0.783784,29,0.17284,28,0.943662,0.82716,0.881579,0.861111,0.819095,0.208151,0.791849,0.180905,0.862803,0.819095,0.83239,0.86229,0.025,0.005,0.015625,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,3,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,175,24,0,87.939698,12.060302,0,0.63922,0.122931,0.345123,40.427536,88.707941,137.88723,2319.006438,-2181.119208,0.692901,11.653299,-10.960398,72.08312,0.362227,10335.06927,0.895062,145,0.189189,7,0.810811,30,0.104938,17,0.953947,0.895062,0.923567,0.912663,0.879397,0.173524,0.826476,0.120603,0.895259,0.879397,0.884655,0.911065,0.022,0.005,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,3,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,174,25,0,87.437186,12.562814,0,0.627703,0.128989,0.349447,42.419786,89.819168,137.88723,540.665318,-402.778089,0.692901,2.716911,-2.02401,68.096657,0.342194,9763.501758,0.888889,144,0.189189,7,0.810811,30,0.111111,18,0.953642,0.888889,0.920128,0.948115,0.874372,0.174672,0.825328,0.125628,0.892538,0.874372,0.880293,0.947541,0.023,0.006,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,3,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,166,33,0,83.417085,16.582915,0,0.565473,0.164663,0.399697,54.151527,102.735022,137.88723,1558.779461,-1420.892232,0.692901,7.833063,-7.140162,48.727413,0.244861,6986.395524,0.820988,133,0.108108,4,0.891892,33,0.179012,29,0.970803,0.820988,0.889632,0.890224,0.834171,0.121291,0.878709,0.165829,0.889264,0.834171,0.848176,0.891775,0.023,0.006,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,3,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,175,24,0,87.939698,12.060302,0,0.63922,0.115659,0.331815,38.035919,85.287205,137.88723,1570.744995,-1432.857766,0.692901,7.893191,-7.20029,75.55736,0.379685,10833.195753,0.895062,145,0.189189,7,0.810811,30,0.104938,17,0.953947,0.895062,0.923567,0.918836,0.879397,0.173524,0.826476,0.120603,0.895259,0.879397,0.884655,0.919797,0.026,0.005,0.03125,0,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,3,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1795,199,159,40,0,79.899497,20.100503,0,0.468908,0.207079,0.446042,68.100772,114.647276,137.88723,2453.351068,-2315.463838,0.692901,12.328397,-11.635497,25.778873,0.129542,3696.100298,0.802469,130,0.216216,8,0.783784,29,0.197531,32,0.942029,0.802469,0.866667,0.856273,0.798995,0.212742,0.787258,0.201005,0.855271,0.798995,0.815568,0.854443,0.023,0.006,0.015625,0.015625,104554,1599260,237872,?,?,?,?,?,?,?,?,?,?
communities.data,4,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,165,35,0,82.5,17.5,0,0.53838,0.171349,0.406803,55.934914,103.694702,140.29955,1423.704214,-1283.404664,0.701498,7.118521,-6.417023,47.161477,0.235807,6771.145389,0.820988,133,0.157895,6,0.842105,32,0.179012,29,0.956835,0.820988,0.883721,0.909032,0.825,0.161907,0.838093,0.175,0.874708,0.825,0.838642,0.90826,0.023,0.005,0.015625,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
communities.data,4,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20091208.022,1794,200,171,29,0,85.5,14.5,0,0.568067,0.147943,0.378,48.294266,96.3529,140.29955,990.692799,-850.393248,0.701498,4.953464,-4.251966,60.376049,0.30188,8668.409702,0.882716,143,0.263158,10,0.736842,28,0.117284,19,0.934641,0.882716,0.907937,0.882554,0.855,0.235442,0.764558,0.145,0.87025,0.855,0.860605,0.883001,0.022,0.007,0.03125,0,104554,1598407,238725,?,?,?,?,?,?,?,?,?,?
