@attribute Summary string
@attribute measureExtraArcs numeric
@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric

@data

communities.data,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,167,32,0,83.919598,16.080402,0,0.56792,0.164532,0.394821,54.108513,101.481779,137.88723,1010.524841,-872.637611,0.692901,5.078014,-4.385114,48.744359,0.244947,6988.825241,0.833333,135,0.135135,5,0.864865,32,0.166667,27,0.964286,0.833333,0.89404,0.907074,0.839196,0.140998,0.859002,0.160804,0.88584,0.839196,0.851764,0.907089,0.144,0.008,0.140625,0,1721493,1599260,237872,?,0,0,0,0,-141023.693341,-180022.222509,-167859.220676,-156920.388537,-152937.388537
communities.data,2,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,159,41,0,79.5,20.5,0,0.492449,0.199861,0.441563,65.242297,112.555166,140.29955,802.722061,-662.422511,0.701498,4.01361,-3.312113,30.781006,0.153905,4419.341401,0.777778,126,0.131579,5,0.868421,33,0.222222,36,0.961832,0.777778,0.860068,0.928363,0.795,0.148801,0.851199,0.205,0.869954,0.795,0.813852,0.928363,0.143,0.006,0.140625,0.015625,1720486,1598407,238725,?,0,0,0,0,-140127.264027,-179125.581558,-166945.02889,-156018.290937,-152039.290937
communities.data,2,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,158,42,0,79,21,0,0.491772,0.212753,0.458181,69.450793,116.791222,140.29955,1210.968405,-1070.668855,0.701498,6.054842,-5.353344,25.007683,0.125038,3590.444337,0.765432,124,0.105263,4,0.894737,34,0.234568,38,0.96875,0.765432,0.855172,0.897498,0.79,0.129831,0.870169,0.21,0.87441,0.79,0.810144,0.897714,0.149,0.008,0.15625,0,1720108,1598407,238725,?,0,0,0,0,-135477.061088,-174440.206932,-162270.758487,-151382.465955,-147417.465955
communities.data,2,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,156,44,0,78,22,0,0.442473,0.22488,0.465967,73.409455,118.775934,140.29955,1142.698069,-1002.398519,0.701498,5.71349,-5.011993,17.024812,0.085124,2444.314438,0.777778,126,0.210526,8,0.789474,30,0.222222,36,0.940299,0.777778,0.851351,0.885153,0.78,0.212749,0.787251,0.22,0.848005,0.78,0.79921,0.884196,0.144,0.004,0.125,0,1720372,1598407,238725,?,0,0,0,0,-138413.733064,-177402.492163,-165233.540741,-154317.787193,-150342.787193
communities.data,2,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,161,39,0,80.5,19.5,0,0.524506,0.197505,0.441031,64.473206,112.419623,140.29955,1135.598975,-995.299425,0.701498,5.677995,-4.976497,33.109087,0.165545,4753.592458,0.777778,126,0.078947,3,0.921053,35,0.222222,36,0.976744,0.777778,0.865979,0.924464,0.805,0.10617,0.89383,0.195,0.884825,0.805,0.823462,0.924001,0.148,0.123,0.140625,0.015625,1720503,1598407,238725,?,0,0,0,0,-137463.838798,-176456.88805,-164299.293368,-153372.555414,-149393.555414
communities.data,2,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,159,40,0,79.899497,20.100503,0,0.509792,0.199972,0.437847,65.763406,112.540973,137.88723,938.636953,-800.749723,0.692901,4.716769,-4.023868,29.935451,0.150429,4292.05842,0.771605,125,0.081081,3,0.918919,34,0.228395,37,0.976563,0.771605,0.862069,0.928595,0.798995,0.108471,0.891529,0.201005,0.884027,0.798995,0.818852,0.928549,0.196,0.006,0.140625,0,1721569,1599260,237872,?,0,0,0,0,-140648.249899,-179648.842098,-167483.836033,-156539.511134,-152554.511134
communities.data,2,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,162,37,0,81.407035,18.592965,0,0.528406,0.185605,0.42139,61.038834,108.31087,137.88723,904.949804,-767.062574,0.692901,4.547486,-3.854586,36.831933,0.185085,5280.856105,0.796296,129,0.108108,4,0.891892,33,0.203704,33,0.969925,0.796296,0.874576,0.925926,0.81407,0.125882,0.874118,0.18593,0.882552,0.81407,0.831106,0.92515,0.285,0.006,0.140625,0,1721242,1599260,237872,?,0,0,0,0,-138992.698912,-177975.844601,-165807.515605,-154890.654507,-150915.654507
communities.data,2,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,153,46,0,76.884422,23.115578,0,0.453101,0.233164,0.474295,76.679005,121.909251,137.88723,1182.378008,-1044.490778,0.692901,5.941598,-5.248697,11.918443,0.059892,1708.831849,0.740741,120,0.108108,4,0.891892,33,0.259259,42,0.967742,0.740741,0.839161,0.894394,0.768844,0.136212,0.863788,0.231156,0.869619,0.768844,0.792702,0.896131,0.165,0.006,0.171875,0,1721493,1599260,237872,?,0,0,0,0,-141422.512983,-180423.07655,-168251.354854,-157312.522715,-153329.522715
communities.data,2,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,162,37,0,81.407035,18.592965,0,0.54304,0.186615,0.420716,61.37094,108.137732,137.88723,1038.751682,-900.864452,0.692901,5.219858,-4.526957,36.119483,0.181505,5178.707091,0.783951,127,0.054054,2,0.945946,35,0.216049,35,0.984496,0.783951,0.872852,0.925175,0.81407,0.084174,0.915826,0.18593,0.894414,0.81407,0.832199,0.926307,0.204,0.011,0.1875,0,1721506,1599260,237872,?,0,0,0,0,-139632.896885,-178639.2763,-166480.590387,-155536.265487,-151551.265487
communities.data,2,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,160,39,0,80.40201,19.59799,0,0.494825,0.19749,0.431705,64.947253,110.962327,137.88723,1016.399975,-878.512746,0.692901,5.107538,-4.414637,30.4972,0.153252,4372.600323,0.796296,129,0.162162,6,0.837838,31,0.203704,33,0.955556,0.796296,0.868687,0.909409,0.80402,0.169886,0.830114,0.19598,0.867949,0.80402,0.821307,0.908742,0.149,0.004,0.140625,0.015625,1721071,1599260,237872,?,0,0,0,0,-137038.150587,-176009.665098,-163839.683187,-152939.300369,-148970.300369
communities.data,2,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,165,34,0,82.914573,17.085427,0,0.548572,0.172419,0.40598,56.702498,104.350094,137.88723,1052.26591,-914.37868,0.692901,5.287768,-4.594868,45.084271,0.226554,6464.052341,0.820988,133,0.135135,5,0.864865,32,0.179012,29,0.963768,0.820988,0.886667,0.908158,0.829146,0.143293,0.856707,0.170854,0.882112,0.829146,0.843232,0.908949,0.146,0.008,0.125,0.015625,1721694,1599260,237872,?,0,0,0,0,-142538.525755,-181559.750797,-169391.851855,-158431.048675,-154440.048675
communities.data,3,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,152,48,0,76,24,0,0.427754,0.23546,0.479655,76.86326,122.264985,140.29955,1008.119816,-867.820266,0.701498,5.040599,-4.339101,11.540553,0.057703,1656.919327,0.740741,120,0.157895,6,0.842105,32,0.259259,42,0.952381,0.740741,0.833333,0.906758,0.76,0.177154,0.822846,0.24,0.853591,0.76,0.783571,0.906603,0.148,0.005,0.140625,0.015625,1720659,1598407,238725,?,0,0,0,0,-142158.170117,-181151.431005,-168984.756246,-158047.033887,-154064.033887
communities.data,3,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,156,44,0,78,22,0,0.483083,0.220868,0.461524,72.099973,117.643374,140.29955,951.881865,-811.582315,0.701498,4.759409,-4.057912,20.377031,0.101885,2925.604722,0.746914,121,0.078947,3,0.921053,35,0.253086,41,0.975806,0.746914,0.846154,0.931124,0.78,0.112034,0.887966,0.22,0.877903,0.78,0.802051,0.930754,0.145,0.008,0.140625,0.015625,1720448,1598407,238725,?,0,0,0,0,-138049.932367,-177036.840072,-164866.652788,-153945.407037,-149968.407037
communities.data,3,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,169,31,0,84.5,15.5,0,0.584339,0.162295,0.394096,52.979476,100.455769,140.29955,737.9618,-597.66225,0.701498,3.689809,-2.988311,51.601332,0.258007,7408.591546,0.839506,136,0.131579,5,0.868421,33,0.160494,26,0.964539,0.839506,0.89769,0.939734,0.845,0.137073,0.862927,0.155,0.887548,0.845,0.856407,0.939595,0.145,0.005,0.15625,0,1720277,1598407,238725,?,0,0,0,0,-139623.512242,-178601.513428,-166429.044642,-155524.275501,-151553.275501
communities.data,3,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,162,38,0,81,19,0,0.53317,0.195304,0.432634,63.754869,110.279059,140.29955,1152.529301,-1012.22975,0.701498,5.762647,-5.061149,33.56083,0.167804,4818.450788,0.783951,127,0.078947,3,0.921053,35,0.216049,35,0.976923,0.783951,0.869863,0.904646,0.81,0.104997,0.895003,0.19,0.886308,0.81,0.827737,0.904445,0.177,0.008,0.125,0.015625,1720613,1598407,238725,?,0,0,0,0,-138479.80486,-177482.412543,-165317.901066,-154380.178707,-150397.178707
communities.data,3,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,148,51,0,74.371859,25.628141,0,0.39815,0.254562,0.497633,83.716114,127.907854,137.88723,1361.942477,-1224.055247,0.692901,6.843932,-6.151031,-0.176259,-0.000886,-25.271507,0.722222,117,0.162162,6,0.837838,31,0.277778,45,0.95122,0.722222,0.821053,0.865032,0.743719,0.183659,0.816341,0.256281,0.850199,0.743719,0.770409,0.86604,0.145,0.005,0.125,0.015625,1721512,1599260,237872,?,0,0,0,0,-141427.985627,-180424.470679,-168253.583331,-157314.751192,-153331.751192
communities.data,3,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,170,29,0,85.427136,14.572864,0,0.61172,0.148381,0.375427,48.797034,96.496835,137.88723,950.642258,-812.755028,0.692901,4.777097,-4.084196,57.464681,0.288767,8239.119772,0.839506,136,0.081081,3,0.918919,34,0.160494,26,0.978417,0.839506,0.903654,0.917751,0.854271,0.095846,0.904154,0.145729,0.901861,0.854271,0.865981,0.916883,0.148,0.008,0.125,0.015625,1721474,1599260,237872,?,0,0,0,0,-139576.363071,-178581.005153,-166419.1585,-155480.326361,-151497.326361
communities.data,3,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,165,34,0,82.914573,17.085427,0,0.570085,0.166307,0.399388,54.692423,102.655619,137.88723,634.916925,-497.029695,0.692901,3.190537,-2.497637,47.339721,0.237888,6787.432252,0.802469,130,0.054054,2,0.945946,35,0.197531,32,0.984848,0.802469,0.884354,0.946113,0.829146,0.080731,0.919269,0.170854,0.898863,0.829146,0.845071,0.946113,0.143,0.006,0.140625,0.015625,1721244,1599260,237872,?,0,0,0,0,-138864.894146,-177846.850071,-165679.54479,-154762.683692,-150787.683692
communities.data,3,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,148,51,0,74.371859,25.628141,0,0.406942,0.245792,0.486352,80.832159,125.00824,137.88723,1339.20092,-1201.31369,0.692901,6.729653,-6.036752,4.198596,0.021098,601.982511,0.716049,116,0.135135,5,0.864865,32,0.283951,46,0.958678,0.716049,0.819788,0.894811,0.743719,0.162804,0.837196,0.256281,0.85671,0.743719,0.770839,0.895385,0.194,0.011,0.140625,0,1721284,1599260,237872,?,0,0,0,0,-137084.449807,-176074.591393,-163911.599164,-152989.245306,-149012.245306
communities.data,3,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,167,32,0,83.919598,16.080402,0,0.56792,0.162872,0.396863,53.562721,102.006679,137.88723,933.886279,-795.999049,0.692901,4.692896,-3.999995,49.196066,0.247216,7053.589646,0.833333,135,0.135135,5,0.864865,32,0.166667,27,0.964286,0.833333,0.89404,0.919086,0.839196,0.140998,0.859002,0.160804,0.88584,0.839196,0.851764,0.921909,0.145,0.005,0.140625,0,1721396,1599260,237872,?,0,0,0,0,-138926.788514,-177924.454132,-165758.285787,-154824.946408,-150843.946408
communities.data,3,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,154,45,0,77.386935,22.613065,0,0.460964,0.233671,0.474542,76.845782,121.972688,137.88723,1453.432104,-1315.544874,0.692901,7.303679,-6.610778,11.806839,0.059331,1692.830422,0.746914,121,0.108108,4,0.891892,33,0.253086,41,0.968,0.746914,0.843206,0.867868,0.773869,0.135064,0.864936,0.226131,0.870935,0.773869,0.796981,0.868178,0.143,0.007,0.140625,0.015625,1721472,1599260,237872,?,0,0,0,0,-140213.603758,-179220.625369,-167051.44622,-156112.614081,-152129.614081
communities.data,4,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,159,41,0,79.5,20.5,0,0.514793,0.207481,0.449703,67.729963,114.630149,140.29955,1185.601618,-1045.302068,0.701498,5.928008,-5.22651,27.698957,0.138495,3976.840349,0.759259,123,0.052632,2,0.947368,36,0.240741,39,0.984,0.759259,0.857143,0.912443,0.795,0.088372,0.911628,0.205,0.88824,0.795,0.815348,0.912181,0.147,0.004,0.09375,0.015625,1720450,1598407,238725,?,0,0,0,0,-138732.101411,-177720.198881,-165550.680083,-154629.434333,-150652.434333
communities.data,4,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,157,43,0,78.5,21.5,0,0.45083,0.21533,0.456895,70.292084,116.463451,140.29955,1010.028988,-869.729438,0.701498,5.050145,-4.348647,23.471739,0.117359,3369.923266,0.783951,127,0.210526,8,0.789474,30,0.216049,35,0.940741,0.783951,0.855219,0.88629,0.785,0.211576,0.788424,0.215,0.849692,0.785,0.803407,0.887555,0.144,0.007,0.140625,0,1720526,1598407,238725,?,0,0,0,0,-139098.261786,-178089.266921,-165921.407596,-154994.669643,-151015.669643
communities.data,4,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,150,50,0,75,25,0,0.421028,0.246317,0.486788,80.407389,124.083011,140.29955,1246.335955,-1106.036405,0.701498,6.23168,-5.530182,5.060208,0.025301,726.51254,0.722222,117,0.131579,5,0.868421,33,0.277778,45,0.959016,0.722222,0.823944,0.891975,0.75,0.159357,0.840643,0.25,0.857188,0.75,0.775498,0.892145,0.271,0.014,0.15625,0,1720672,1598407,238725,?,0,0,0,0,-138963.254375,-177967.589675,-165808.248911,-154865.034348,-150880.034348
communities.data,4,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,164,36,0,82,18,0,0.53656,0.17715,0.410045,57.82858,104.521102,140.29955,831.529606,-691.230056,0.701498,4.157648,-3.45615,42.441285,0.212206,6093.450205,0.808642,131,0.131579,5,0.868421,33,0.191358,31,0.963235,0.808642,0.879195,0.923246,0.82,0.142937,0.857063,0.18,0.878189,0.82,0.835089,0.924094,0.146,0.005,0.15625,0,1720486,1598407,238725,?,0,0,0,0,-140098.834033,-179094.772034,-166923.997602,-155997.259649,-152018.259649
communities.data,4,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,161,38,0,80.904523,19.095477,0,0.503741,0.194984,0.436241,64.123156,112.128036,137.88723,1196.200706,-1058.313477,0.692901,6.011059,-5.318158,32.85387,0.165095,4710.49283,0.802469,130,0.162162,6,0.837838,31,0.197531,32,0.955882,0.802469,0.872483,0.891058,0.809045,0.168738,0.831262,0.190955,0.869645,0.809045,0.825539,0.893167,0.144,0.007,0.140625,0.015625,1721299,1599260,237872,?,0,0,0,0,-136692.526625,-175679.43433,-163515.655866,-152593.302008,-148616.302008
communities.data,4,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,158,41,0,79.396985,20.603015,0,0.493639,0.207915,0.445087,68.375667,114.401786,137.88723,1050.614523,-912.727293,0.692901,5.27947,-4.586569,26.165988,0.131487,3751.603653,0.771605,125,0.108108,4,0.891892,33,0.228395,37,0.968992,0.771605,0.859107,0.91041,0.79397,0.130473,0.869527,0.20603,0.87648,0.79397,0.814059,0.909976,0.149,0.005,0.15625,0,1721189,1599260,237872,?,0,0,0,0,-138120.903235,-177100.286909,-164930.232434,-154018.864096,-150045.864096
communities.data,4,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,161,38,0,80.904523,19.095477,0,0.503741,0.190392,0.427422,62.613132,109.861347,137.88723,970.344473,-832.457243,0.692901,4.876103,-4.183202,35.513208,0.178458,5091.781099,0.802469,130,0.162162,6,0.837838,31,0.197531,32,0.955882,0.802469,0.872483,0.920254,0.809045,0.168738,0.831262,0.190955,0.869645,0.809045,0.825539,0.919726,0.143,0.008,0.15625,0,1721303,1599260,237872,?,0,0,0,0,-139017.228167,-178008.549801,-165835.068037,-154912.714178,-150935.714178
communities.data,4,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,160,39,0,80.40201,19.59799,0,0.532836,0.193464,0.436308,63.623233,112.145324,137.88723,984.09274,-846.20551,0.692901,4.94519,-4.252289,33.000645,0.165832,4731.537098,0.765432,124,0.027027,1,0.972973,36,0.234568,38,0.992,0.765432,0.864111,0.94361,0.80402,0.065615,0.934385,0.19598,0.89801,0.80402,0.824051,0.943595,0.146,0.005,0.140625,0,1721508,1599260,237872,?,0,0,0,0,-139961.34631,-178971.295019,-166806.339816,-155862.014916,-151877.014916
communities.data,4,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,154,45,0,77.386935,22.613065,0,0.452729,0.219496,0.462049,72.184239,118.761502,137.88723,1249.761872,-1111.874642,0.692901,6.28021,-5.58731,18.291947,0.091919,2622.646481,0.753086,122,0.135135,5,0.864865,32,0.246914,40,0.96063,0.753086,0.844291,0.885719,0.773869,0.155918,0.844082,0.226131,0.864656,0.773869,0.796482,0.885548,0.143,0.008,0.140625,0,1721759,1599260,237872,?,0,0,0,0,-142504.225744,-181532.436966,-169368.7253,-158402.429359,-154409.429359
communities.data,4,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,164,35,0,82.41206,17.58794,0,0.546638,0.175041,0.412603,57.564597,106.05229,137.88723,807.581627,-669.694398,0.692901,4.058199,-3.365298,43.328526,0.217731,6212.318747,0.808642,131,0.108108,4,0.891892,33,0.191358,31,0.97037,0.808642,0.882155,0.928428,0.824121,0.123587,0.876413,0.175879,0.88582,0.824121,0.839635,0.92832,0.148,0.004,0.140625,0,1721548,1599260,237872,?,0,0,0,0,-142647.71822,-181654.423333,-169477.445914,-158533.121015,-154548.121015
communities.data,5,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,164,36,0,82,18,0,0.543842,0.180782,0.410852,59.014069,104.72698,140.29955,799.933085,-659.633535,0.701498,3.999665,-3.298168,41.1631,0.205816,5909.936527,0.802469,130,0.105263,4,0.894737,34,0.197531,32,0.970149,0.802469,0.878378,0.935997,0.82,0.122794,0.877206,0.18,0.8837,0.82,0.835717,0.935781,0.143,0.008,0.140625,0.015625,1720444,1598407,238725,?,0,0,0,0,-138260.768768,-177249.710873,-165079.193675,-154157.947925,-150180.947925
communities.data,5,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,162,38,0,81,19,0,0.53317,0.186264,0.42587,60.803919,108.555079,140.29955,972.140085,-831.840535,0.701498,4.8607,-4.159203,38.528655,0.192643,5531.699548,0.783951,127,0.078947,3,0.921053,35,0.216049,35,0.976923,0.783951,0.869863,0.936972,0.81,0.104997,0.895003,0.19,0.886308,0.81,0.827737,0.936787,0.145,0.005,0.140625,0.015625,1720391,1598407,238725,?,0,0,0,0,-137363.81165,-176350.181503,-164182.359872,-153266.606325,-149291.606325
communities.data,5,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,153,47,0,76.5,23.5,0,0.426969,0.229918,0.469383,75.054272,119.646636,140.29955,1027.08308,-886.78353,0.701498,5.135415,-4.433918,14.819625,0.074098,2127.707614,0.753086,122,0.184211,7,0.815789,31,0.246914,40,0.945736,0.753086,0.838488,0.887752,0.765,0.196124,0.803876,0.235,0.849004,0.765,0.787249,0.888431,0.142,0.007,0.140625,0,1720507,1598407,238725,?,0,0,0,0,-138072.066097,-177065.115348,-164901.390229,-153974.652276,-149995.652276
communities.data,5,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1794,200,157,43,0,78.5,21.5,0,0.498484,0.211859,0.454707,69.159009,115.905554,140.29955,1131.476149,-991.176599,0.701498,5.657381,-4.955883,24.708597,0.123543,3547.503496,0.746914,121,0.052632,2,0.947368,36,0.253086,41,0.98374,0.746914,0.849123,0.925114,0.785,0.090718,0.909282,0.215,0.88566,0.785,0.806746,0.924759,0.146,0.005,0.140625,0.015625,1720505,1598407,238725,?,0,0,0,0,-139116.384554,-178107.054276,-165946.829202,-155020.091249,-151041.091249
communities.data,5,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,153,46,0,76.884422,23.115578,0,0.453101,0.233236,0.477334,76.70276,122.690345,137.88723,1241.781523,-1103.894293,0.692901,6.240108,-5.547208,12.042363,0.060514,1726.59917,0.740741,120,0.108108,4,0.891892,33,0.259259,42,0.967742,0.740741,0.839161,0.900734,0.768844,0.136212,0.863788,0.231156,0.869619,0.768844,0.792702,0.900424,0.146,0.007,0.125,0,1721474,1599260,237872,?,0,0,0,0,-138985.729691,-177987.49274,-165823.096678,-154884.264539,-150901.264539
communities.data,5,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20091208.022,1795,199,148,51,0,74.371859,25.628141,0,0.406942,0.254399,0.497839,83.662606,127.960852,137.88723,1538.317486,-1400.430256,0.692901,7.730239,-7.037338,-0.388036,-0.00195,-55.635472,0.716049,116,0.135135,5,0.864865,32,0.283951,46,0.958678,0.716049,0.819788,0.878879,0.743719,0.162804,0.837196,0.256281,0.85671,0.743719,0.770839,0.879313,0.152,0.005,0.140625,0,1721510,1599260,237872,?,0,0,0,0,-139763.494648,-178773.443358,-166602.446455,-155658.121556,-151673.121556
