@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

communities.data,1,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0447,1795,199,166,33,0,83.417085,16.582915,0,0.508568,0.201994,0.352487,66.428359,90.600673,137.88723,8670.061633,-8532.174403,0.692901,43.568149,-42.875248,38.10499,0.191482,5463.383322,0.864198,140,0.297297,11,0.702703,26,0.135802,22,0.927152,0.864198,0.894569,0.814231,0.834171,0.267271,0.732729,0.165829,0.855479,0.834171,0.841987,0.814231,0,84.472,0,78.140625,1632350,1599260,237872,?
communities.data,1,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0448,1795,199,171,28,0,85.929648,14.070352,0,0.570989,0.190294,0.316868,62.580704,81.445424,137.88723,99.275701,38.611528,0.692901,0.498873,0.194028,46.073124,0.231523,6605.83121,0.888889,144,0.27027,10,0.72973,27,0.111111,18,0.935065,0.888889,0.911392,0.869703,0.859296,0.240678,0.759322,0.140704,0.872766,0.859296,0.864379,0.869703,0,71.465,0,66.5625,1620798,1599260,237872,?
communities.data,2,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0449,1794,200,175,25,0,87.5,12.5,0,0.53271,0.187572,0.330881,61.230685,84.34213,140.29955,2242.560249,-2102.260699,0.701498,11.212801,-10.511303,51.525438,0.257627,7397.695213,0.962963,156,0.5,19,0.5,19,0.037037,6,0.891429,0.962963,0.925816,0.891975,0.875,0.412037,0.587963,0.125,0.866457,0.875,0.864514,0.891975,0,83.87,0,78.453125,1622464,1598407,238725,?
communities.data,2,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0451,1794,200,169,31,0,84.5,15.5,0,0.520569,0.193238,0.33765,63.080405,86.067587,140.29955,3318.612015,-3178.312465,0.701498,16.59306,-15.891562,44.469987,0.22235,6384.718308,0.888889,144,0.342105,13,0.657895,25,0.111111,18,0.917197,0.888889,0.902821,0.820419,0.845,0.298216,0.701784,0.155,0.853395,0.845,0.848569,0.820419,0,83.113,0,76.71875,1624269,1598407,238725,?
communities.data,2,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0452,1794,200,173,27,0,86.5,13.5,0,0.574267,0.186323,0.315769,60.823168,80.490094,140.29955,99.766327,40.533223,0.701498,0.498832,0.202666,50.75455,0.253773,7287.016036,0.907407,147,0.315789,12,0.684211,26,0.092593,15,0.924528,0.907407,0.915888,0.820825,0.865,0.273382,0.726618,0.135,0.869356,0.865,0.866932,0.820825,0,77.373,0,72.171875,1622825,1598407,238725,?
communities.data,2,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0453,1794,200,177,23,0,88.5,11.5,0,0.669635,0.177746,0.286865,58.023108,73.122361,140.29955,78.521748,61.777802,0.701498,0.392609,0.308889,57.190606,0.285953,8211.063959,0.888889,144,0.131579,5,0.868421,33,0.111111,18,0.966443,0.888889,0.926045,0.917966,0.885,0.12769,0.87231,0.115,0.90576,0.885,0.890995,0.917966,0,76.935,0,71.25,1629684,1598407,238725,?
communities.data,2,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0455,1795,199,165,34,0,82.914573,17.085427,0,0.479058,0.210318,0.345815,69.165807,88.885639,137.88723,1180.90989,-1043.022661,0.692901,5.934221,-5.24132,33.281195,0.167242,4771.761537,0.87037,141,0.351351,13,0.648649,24,0.12963,21,0.915584,0.87037,0.892405,0.811728,0.829146,0.310127,0.689873,0.170854,0.844513,0.829146,0.835317,0.811728,0.001,83.583,0,77.34375,1620437,1599260,237872,?
communities.data,2,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0456,1795,199,172,27,0,86.432161,13.567839,0,0.605304,0.187955,0.299252,61.811491,76.917416,137.88723,1154.536053,-1016.648824,0.692901,5.801689,-5.108788,47.269952,0.237537,6777.429066,0.876543,142,0.189189,7,0.810811,30,0.123457,20,0.95302,0.876543,0.913183,0.934601,0.864322,0.176968,0.823032,0.135678,0.887383,0.864322,0.871623,0.934601,0,74.089,0,68.75,1620798,1599260,237872,?
communities.data,2,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0458,1795,199,171,28,0,85.929648,14.070352,0,0.562569,0.18579,0.318834,61.099413,81.950775,137.88723,2236.556949,-2098.669719,0.692901,11.23898,-10.546079,46.363311,0.232981,6647.437507,0.895062,145,0.297297,11,0.702703,26,0.104938,17,0.929487,0.895062,0.91195,0.83667,0.859296,0.261532,0.738468,0.140704,0.869091,0.859296,0.863245,0.83667,0,88.445,0,82.8125,1633794,1599260,237872,?
communities.data,2,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0459,1795,199,178,21,0,89.447236,10.552764,0,0.693014,0.185651,0.293529,61.053983,75.446419,137.88723,3292.040038,-3154.152808,0.692901,16.542915,-15.850014,54.250927,0.272618,7778.341097,0.895062,145,0.108108,4,0.891892,33,0.104938,17,0.973154,0.895062,0.932476,0.918252,0.894472,0.107519,0.892481,0.105528,0.91493,0.894472,0.900151,0.918252,0.001,75.415,0,69.8125,1629462,1599260,237872,?
communities.data,2,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.05,1795,199,171,28,0,85.929648,14.070352,0,0.535202,0.190004,0.332333,62.48535,85.420384,137.88723,2247.29604,-2109.40881,0.692901,11.292945,-10.600044,45.37878,0.228034,6506.278223,0.91358,148,0.378378,14,0.621622,23,0.08642,14,0.91358,0.91358,0.91358,0.827077,0.859296,0.324095,0.675905,0.140704,0.859296,0.859296,0.859296,0.827077,0.001,73.976,0,68.5,1621159,1599260,237872,?
communities.data,2,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0501,1795,199,171,28,0,85.929648,14.070352,0,0.544697,0.182421,0.315027,59.991625,80.972245,137.88723,1163.062788,-1025.175558,0.692901,5.844537,-5.151636,49.64832,0.249489,7118.432565,0.907407,147,0.351351,13,0.648649,24,0.092593,15,0.91875,0.907407,0.913043,0.867284,0.859296,0.30324,0.69676,0.140704,0.862345,0.859296,0.860711,0.867284,0,77.26,0,72.265625,1622964,1599260,237872,?
communities.data,3,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0503,1794,200,176,24,0,88,12,0,0.602122,0.181209,0.321105,59.153455,81.850191,140.29955,3308.838202,-3168.538652,0.701498,16.544191,-15.842693,52.761624,0.263808,7575.17891,0.932099,151,0.342105,13,0.657895,25,0.067901,11,0.920732,0.932099,0.92638,0.839994,0.88,0.290006,0.709994,0.12,0.877737,0.88,0.878746,0.839994,0,85.889,0,80.359375,1625352,1598407,238725,?
communities.data,3,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0504,1794,200,166,34,0,83,17,0,0.524342,0.208569,0.340012,68.085031,86.669559,140.29955,2243.586172,-2103.286622,0.701498,11.217931,-10.516433,35.714829,0.178574,5127.70832,0.845679,137,0.236842,9,0.763158,29,0.154321,25,0.938356,0.845679,0.88961,0.841455,0.83,0.221163,0.778837,0.17,0.862106,0.83,0.840367,0.841455,0,84.298,0,78.421875,1626435,1598407,238725,?
communities.data,3,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0505,1794,200,178,22,0,89,11,0,0.656465,0.175121,0.316716,57.166252,80.731569,140.29955,6513.128618,-6372.829068,0.701498,32.565643,-31.864145,58.193667,0.290968,8355.077102,0.919753,149,0.236842,9,0.763158,29,0.080247,13,0.943038,0.919753,0.93125,0.874107,0.89,0.207089,0.792911,0.11,0.895051,0.89,0.892063,0.874107,0,75.175,0,69.8125,1624630,1598407,238725,?
communities.data,3,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0507,1794,200,175,25,0,87.5,12.5,0,0.605803,0.176424,0.304526,57.591652,77.624197,140.29955,1157.216372,-1016.916822,0.701498,5.786082,-5.084584,56.467524,0.282338,8107.248488,0.91358,148,0.289474,11,0.710526,27,0.08642,14,0.930818,0.91358,0.922118,0.881904,0.875,0.250893,0.749107,0.125,0.879084,0.875,0.876789,0.881904,0,89.05,0,82,1626074,1598407,238725,?
communities.data,3,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0508,1795,199,165,34,0,82.914573,17.085427,0,0.5163,0.193475,0.328372,63.626904,84.402296,137.88723,1168.48836,-1030.601131,0.692901,5.871801,-5.1789,39.3048,0.197512,5635.408624,0.845679,137,0.243243,9,0.756757,28,0.154321,25,0.938356,0.845679,0.88961,0.883884,0.829146,0.22671,0.77329,0.170854,0.862115,0.829146,0.839895,0.883884,0,79.883,0,73.9375,1620437,1599260,237872,?
communities.data,3,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0509,1795,199,169,30,0,84.924623,15.075377,0,0.480327,0.209578,0.345598,68.922445,88.829849,137.88723,1181.745825,-1043.858595,0.692901,5.938421,-5.245521,36.324769,0.182537,5208.140367,0.919753,149,0.459459,17,0.540541,20,0.080247,13,0.89759,0.919753,0.908537,0.816149,0.849246,0.388953,0.611047,0.150754,0.843386,0.849246,0.845858,0.816149,0,71.455,0,66.703125,1621159,1599260,237872,?
communities.data,3,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0511,1795,199,173,26,0,86.934673,13.065327,0,0.549617,0.186841,0.331993,61.445169,85.332869,137.88723,1172.702712,-1034.815483,0.692901,5.892978,-5.200078,46.746815,0.234909,6702.423173,0.932099,151,0.405405,15,0.594595,22,0.067901,11,0.909639,0.932099,0.920732,0.906406,0.869347,0.342653,0.657347,0.130653,0.864463,0.869347,0.86641,0.906406,0,82.225,0,76.96875,1621520,1599260,237872,?
communities.data,3,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0512,1795,199,163,36,0,81.909548,18.090452,0,0.437588,0.211062,0.359393,69.410543,92.375621,137.88723,4395.762293,-4257.875064,0.692901,22.089258,-21.396357,31.868564,0.160144,4569.222615,0.87037,141,0.405405,15,0.594595,22,0.12963,21,0.903846,0.87037,0.886792,0.82983,0.819095,0.354131,0.645869,0.180905,0.830921,0.819095,0.824173,0.82983,0,76.132,0,71.078125,1625491,1599260,237872,?
communities.data,3,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0513,1795,199,177,22,0,88.944724,11.055276,0,0.634801,0.168686,0.300215,55.474702,77.164924,137.88723,88.536506,49.350724,0.692901,0.444907,0.247994,58.593321,0.294439,8400.940874,0.932099,151,0.297297,11,0.702703,26,0.067901,11,0.932099,0.932099,0.932099,0.89306,0.889447,0.254646,0.745354,0.110553,0.889447,0.889447,0.889447,0.89306,0,73.365,0,67.453125,1620798,1599260,237872,?
communities.data,3,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0515,1795,199,154,45,0,77.386935,22.613065,0,0.42644,0.230162,0.356904,75.691973,91.735888,137.88723,1183.88782,-1046.00059,0.692901,5.949185,-5.256284,16.51736,0.083002,2368.211299,0.771605,125,0.216216,8,0.783784,29,0.228395,37,0.93985,0.771605,0.847458,0.842843,0.773869,0.218481,0.781519,0.226131,0.8468,0.773869,0.794588,0.842843,0,80.519,0,75.625,1621159,1599260,237872,?
communities.data,4,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0516,1794,200,170,30,0,85,15,0,0.549008,0.192919,0.334024,62.976248,85.143268,140.29955,3312.840629,-3172.541078,0.701498,16.564203,-15.862705,45.203987,0.22602,6490.10133,0.882716,143,0.289474,11,0.710526,27,0.117284,19,0.928571,0.882716,0.905063,0.842836,0.85,0.256758,0.743242,0.15,0.863665,0.85,0.855244,0.842836,0,89.142,0,83.15625,1620298,1598407,238725,?
communities.data,4,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0518,1794,200,173,27,0,86.5,13.5,0,0.582431,0.182422,0.324145,59.549601,82.625187,140.29955,4380.210038,-4239.910488,0.701498,21.90105,-21.199552,50.487835,0.252439,7248.722765,0.901235,146,0.289474,11,0.710526,27,0.098765,16,0.929936,0.901235,0.915361,0.804987,0.865,0.253239,0.746761,0.135,0.872551,0.865,0.868109,0.804987,0,91.314,0,84.59375,1621020,1598407,238725,?
communities.data,4,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0519,1794,200,158,42,0,79,21,0,0.412423,0.220403,0.366122,71.94804,93.325191,140.29955,2258.835925,-2118.536375,0.701498,11.29418,-10.592682,24.32937,0.121647,3493.056401,0.820988,133,0.342105,13,0.657895,25,0.179012,29,0.910959,0.820988,0.863636,0.884016,0.79,0.311118,0.688882,0.21,0.82584,0.79,0.802806,0.884016,0,77.971,0,71.921875,1623186,1598407,238725,?
communities.data,4,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.052,1794,200,168,32,0,84,16,0,0.500312,0.188794,0.312316,61.629762,79.609886,140.29955,89.900458,50.399092,0.701498,0.449502,0.251995,45.28603,0.22643,6501.880624,0.888889,144,0.368421,14,0.631579,24,0.111111,18,0.911392,0.888889,0.9,0.895062,0.84,0.319532,0.680468,0.16,0.846799,0.84,0.843,0.895062,0,71.735,0,66.046875,1619937,1598407,238725,?
communities.data,4,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0522,1795,199,171,28,0,85.929648,14.070352,0,0.570989,0.177656,0.301506,58.424743,77.49687,137.88723,90.751291,47.135939,0.692901,0.456037,0.236864,51.583814,0.259215,7395.938088,0.888889,144,0.27027,10,0.72973,27,0.111111,18,0.935065,0.888889,0.911392,0.88305,0.859296,0.240678,0.759322,0.140704,0.872766,0.859296,0.864379,0.88305,0,87.918,0,81.6875,1622964,1599260,237872,?
communities.data,4,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0523,1795,199,165,34,0,82.914573,17.085427,0,0.479058,0.206469,0.353259,67.900015,90.799084,137.88723,4392.383358,-4254.496129,0.692901,22.072278,-21.379378,34.544922,0.173593,4952.951078,0.87037,141,0.351351,13,0.648649,24,0.12963,21,0.915584,0.87037,0.892405,0.837004,0.829146,0.310127,0.689873,0.170854,0.844513,0.829146,0.835317,0.837004,0,86.049,0,79.625,1626574,1599260,237872,?
communities.data,4,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0524,1795,199,166,33,0,83.417085,16.582915,0,0.457855,0.213311,0.348339,70.150269,89.534503,137.88723,2250.029938,-2112.142708,0.692901,11.306683,-10.613782,32.669483,0.164168,4684.055941,0.895062,145,0.432432,16,0.567568,21,0.104938,17,0.900621,0.895062,0.897833,0.848265,0.834171,0.371542,0.628458,0.165829,0.83592,0.834171,0.83502,0.848265,0,75.51,0,70.390625,1622242,1599260,237872,?
communities.data,4,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0526,1795,199,177,22,0,88.944724,11.055276,0,0.634801,0.164581,0.297388,54.124588,76.438316,137.88723,3293.551832,-3155.664603,0.692901,16.550512,-15.857611,61.630698,0.309702,8836.431204,0.932099,151,0.297297,11,0.702703,26,0.067901,11,0.932099,0.932099,0.932099,0.879129,0.889447,0.254646,0.745354,0.110553,0.889447,0.889447,0.889447,0.879129,0,80.763,0,74.921875,1621159,1599260,237872,?
communities.data,4,9,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0527,1795,199,173,26,0,86.934673,13.065327,0,0.593814,0.182782,0.319498,60.110395,82.121468,137.88723,96.351761,41.535469,0.692901,0.48418,0.208721,50.029463,0.251404,7173.079679,0.901235,146,0.27027,10,0.72973,27,0.098765,16,0.935897,0.901235,0.918239,0.87988,0.869347,0.238382,0.761618,0.130653,0.878633,0.869347,0.873014,0.87988,0.001,72.555,0,67.703125,1625130,1599260,237872,?
communities.data,4,10,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0528,1795,199,172,27,0,86.432161,13.567839,0,0.574011,0.207069,0.319693,68.097586,82.171457,137.88723,100.443813,37.443416,0.692901,0.504743,0.188158,40.728439,0.204666,5839.525839,0.901235,146,0.297297,11,0.702703,26,0.098765,16,0.929936,0.901235,0.915361,0.834668,0.864322,0.260384,0.739616,0.135678,0.872133,0.864322,0.867552,0.834668,0,68.516,0,63.34375,1620798,1599260,237872,?
communities.data,5,1,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0529,1794,200,170,30,0,85,15,0,0.549008,0.197105,0.324718,64.342595,82.771236,140.29955,2236.842464,-2096.542914,0.701498,11.184212,-10.482715,44.172905,0.220865,6342.065194,0.882716,143,0.289474,11,0.710526,27,0.117284,19,0.928571,0.882716,0.905063,0.900747,0.85,0.256758,0.743242,0.15,0.863665,0.85,0.855244,0.900747,0.001,77.048,0,71.203125,1623186,1598407,238725,?
communities.data,5,2,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0531,1794,200,178,22,0,89,11,0,0.66299,0.161921,0.291579,52.85716,74.323963,140.29955,2220.737597,-2080.438047,0.701498,11.103688,-10.40219,64.625976,0.32313,9278.587149,0.91358,148,0.210526,8,0.789474,30,0.08642,14,0.948718,0.91358,0.930818,0.883772,0.89,0.186946,0.813054,0.11,0.898007,0.89,0.892987,0.883772,0,90.73,0,84.109375,1625713,1598407,238725,?
communities.data,5,3,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0532,1794,200,164,36,0,82,18,0,0.437851,0.223813,0.359412,73.061296,91.614631,140.29955,3330.074602,-3189.775052,0.701498,16.650373,-15.948875,28.531495,0.142657,4096.370914,0.876543,142,0.421053,16,0.578947,22,0.123457,20,0.898734,0.876543,0.8875,0.806043,0.82,0.364509,0.635491,0.18,0.827498,0.82,0.823375,0.806043,0.001,72.773,0,67.390625,1619937,1598407,238725,?
communities.data,5,4,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0533,1794,200,172,28,0,86,14,0,0.586777,0.188422,0.325362,61.508244,82.935238,140.29955,2237.53649,-2097.23694,0.701498,11.187682,-10.486185,47.458149,0.237291,6813.739645,0.882716,143,0.236842,9,0.763158,29,0.117284,19,0.940789,0.882716,0.910828,0.883853,0.86,0.214126,0.785874,0.14,0.876831,0.86,0.86591,0.883853,0,81.967,0,75.96875,1624269,1598407,238725,?
communities.data,5,5,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0535,1795,199,169,30,0,84.924623,15.075377,0,0.540345,0.189926,0.33352,62.459682,85.72542,137.88723,3314.175248,-3176.288019,0.692901,16.654147,-15.961246,44.538941,0.223814,6385.864532,0.882716,143,0.297297,11,0.702703,26,0.117284,19,0.928571,0.882716,0.905063,0.832666,0.849246,0.263827,0.736173,0.150754,0.863348,0.849246,0.854692,0.832666,0,79.081,0,73.90625,1626574,1599260,237872,?
communities.data,5,6,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0536,1795,199,163,36,0,81.909548,18.090452,0,0.468861,0.205299,0.333063,67.515425,85.60805,137.88723,102.926159,34.961071,0.692901,0.517217,0.175684,33.460726,0.168144,4797.502077,0.851852,138,0.324324,12,0.675676,25,0.148148,24,0.92,0.851852,0.884615,0.857524,0.819095,0.291568,0.708432,0.180905,0.843807,0.819095,0.828238,0.857524,0,78.216,0,72.296875,1622964,1599260,237872,?
communities.data,5,7,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0537,1795,199,174,25,0,87.437186,12.562814,0,0.552326,0.188313,0.329929,61.929159,84.802438,137.88723,2245.229453,-2107.342224,0.692901,11.28256,-10.589659,50.168289,0.252102,7192.984244,0.944444,153,0.432432,16,0.567568,21,0.055556,9,0.905325,0.944444,0.924471,0.809226,0.874372,0.36236,0.63764,0.125628,0.867149,0.874372,0.869138,0.809226,0,72.995,0,67.8125,1630545,1599260,237872,?
communities.data,5,8,weka.classifiers.lazy.LWL,'-U 0 -K -1 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',1979797405383665815,20091208.0539,1795,199,177,22,0,88.944724,11.055276,0,0.669285,0.165397,0.276934,54.393066,71.181072,137.88723,71.961695,65.925534,0.692901,0.361617,0.331284,59.427319,0.29863,8520.517142,0.901235,146,0.162162,6,0.837838,31,0.098765,16,0.960526,0.901235,0.929936,0.945445,0.889447,0.150375,0.849625,0.110553,0.90457,0.889447,0.894267,0.945445,0,77.324,0,71.96875,1624769,1599260,237872,?
